Epoch,Validation Loss,Validation Accuracy,Precision,Recall,F1 Score
1,0.6706863162310227,65.09519492293744,0.647378727210283,0.6799637352674524,0.6445947133263723
2,0.6027712138913432,70.53490480507706,0.6778297627660721,0.700815956482321,0.6493910436870869
3,0.579475733619299,73.88939256572982,0.715641438386263,0.7243880326382592,0.7184423547189317
4,0.5706958420898604,74.07071622846782,0.7102648889743793,0.71350861287398,0.7117334435878373
5,0.5457570202972578,71.98549410698097,0.7047707231399079,0.7216681776971895,0.7010770716956721
6,0.5216310072389448,75.15865820489574,0.7513476566283523,0.7479601087941976,0.7113526696876454
7,0.4964593386057741,78.24116047144152,0.7583376694218991,0.7524932003626473,0.7548867248246491
8,0.4642539792549536,72.62012692656391,0.6958176688407944,0.7035358114233907,0.6342567657046017
9,0.4494184736879716,77.1532184950136,0.7871076197725443,0.7769718948322756,0.7494271515426201
10,0.40163742949873765,80.59836808703535,0.797601443553527,0.785131459655485,0.7592549477497226
11,0.382465651039011,80.77969174977335,0.8348595642824829,0.7941976427923844,0.800577291222797
12,0.3431225340373768,82.41160471441523,0.8430419561210543,0.7987307343608341,0.8050839571349828
13,0.3295000594410097,87.94197642792385,0.8484038221278534,0.8504079782411604,0.848917151204784
14,0.28942573746168837,87.48866727107888,0.8490606323849944,0.8513145965548504,0.8478068738291971
15,0.2826605025007858,87.85131459655486,0.8678547899007418,0.8549410698096102,0.8578681242520672
16,0.25915147725099363,85.31278331822303,0.8371794059685755,0.8259292837715322,0.8290520430595644
17,0.2438778425595775,89.12058023572077,0.8849454408944141,0.8848594741613781,0.8849016577456194
18,0.22477754321157561,88.21396192203082,0.8795246895509339,0.8730734360834089,0.8748412839012145
19,0.2120415856194052,85.31278331822303,0.8384364920933087,0.8232094288304623,0.8269613207320001
20,0.20421902106507964,89.48322756119674,0.8938589244410199,0.8830462375339981,0.8852782257993695
21,0.1873118055533178,89.84587488667272,0.8957369976418954,0.8966455122393472,0.895203914349668
22,0.20111718102826837,92.47506799637353,0.8823185174771038,0.8785131459655485,0.8797243373155341
23,0.1612871977969171,89.48322756119674,0.9034611517824758,0.8957388939256573,0.8974331906914434
24,0.1539694078798805,88.12330009066183,0.897534596742218,0.8694469628286491,0.8731608393269523
25,0.15750150689103218,89.02991840435176,0.8945655351211458,0.886672710788758,0.8808941580739166
26,0.1378396144888786,90.66183136899366,0.8930709881795812,0.8921124206708976,0.8890586632040265
27,0.13136007640256275,86.76337262012693,0.8665048979889378,0.8295557570262919,0.8347476512382739
28,0.12802547895528885,87.0353581142339,0.8863639529153673,0.8766999093381687,0.8694912813727006
29,0.13322211388984453,92.29374433363554,0.9084476008539386,0.9057116953762466,0.906537622296784
30,0.11344762855087934,91.74977334542157,0.9096277116354502,0.9093381686310064,0.9094697202366446
31,0.11704665867565489,92.02175883952856,0.913170569939318,0.9129646418857661,0.911343187050664
32,0.0956138005214078,91.93109700815957,0.8994717603339543,0.8975521305530372,0.8982236986777338
33,0.11327436897811127,92.74705349048051,0.9178613603351774,0.9184043517679057,0.9179648169417294
34,0.0945693477930397,91.20580235720762,0.9167706909275662,0.9102447869446962,0.9116126082510094
35,0.09314767819661532,93.20036264732548,0.9215955885230204,0.9220308250226654,0.9212201166876338
36,0.1002340566783403,91.20580235720762,0.9095058484221143,0.9066183136899365,0.9036691513207623
37,0.07589696469479558,91.74977334542157,0.9163362190090516,0.9111514052583862,0.9123409679047338
38,0.07502228027117086,91.11514052583863,0.9226574870851295,0.9129646418857661,0.9146060844409304
39,0.07930703761391573,92.65639165911152,0.9177705479426246,0.9120580235720761,0.9133063281678595
40,0.06350615228416387,92.65639165911152,0.9243284061292264,0.9247506799637353,0.9244352762517146
41,0.06846679962870682,91.93109700815957,0.9330656416485136,0.929283771532185,0.9301124590975799
42,0.0582257117121625,92.56572982774252,0.9218104744868606,0.9220308250226654,0.921013757378986
43,0.06863219739062283,92.29374433363554,0.9077890829673186,0.9084315503173164,0.9072780889574561
44,0.06419552765462709,93.01903898458748,0.9300503648304007,0.9301903898458749,0.9301126462447071
45,0.058491371799063704,92.29374433363554,0.9212102004227521,0.9184043517679057,0.9191688314779377
46,0.04560903716334923,92.74705349048051,0.9188723563210653,0.9102447869446962,0.9118338586632456
47,0.04732256063031646,93.65367180417044,0.9261045049741958,0.9265639165911151,0.9261387053069692
48,0.05473849701735636,93.56300997280145,0.9286785052637996,0.928377153218495,0.928506630935878
49,0.048179134392463,91.84043517679058,0.9212102004227521,0.9184043517679057,0.9191688314779377
50,0.05698180576043076,93.47234814143246,0.9261244946788865,0.9265639165911151,0.9261977794418618
51,0.04089310959846314,93.29102447869447,0.9256489632811183,0.9256572982774252,0.924620359444498
52,0.038651126395131505,93.74433363553943,0.9355210963726419,0.9347234814143246,0.935000169634782
53,0.053713592521698786,92.11242067089755,0.9094709604485367,0.9084315503173164,0.9062244268815491
54,0.03864660036644569,93.92565729827743,0.9271718627840906,0.9265639165911151,0.9267997219444729
55,0.04608164282561922,91.93109700815957,0.9141916867678562,0.9029918404351768,0.9049284734420833
56,0.039682199973150256,92.20308250226654,0.9199676536908252,0.9084315503173164,0.9102987360758146
57,0.04226216334583504,92.29374433363554,0.9317039187834012,0.9310970081595649,0.9299446679703913
58,0.02923858582630742,92.56572982774252,0.9142219381659203,0.914777878513146,0.9138174752183086
59,0.03229904927057359,93.29102447869447,0.9242779613942979,0.9247506799637353,0.9241287687173437
60,0.04897455451883497,92.92837715321849,0.9235540051772779,0.9165911151405258,0.9179257324026752
61,0.02952905207212945,94.10698096101541,0.9313242389497164,0.9310970081595649,0.9311969873798498
62,0.024525188800794948,91.3871260199456,0.9134149314591724,0.9102447869446962,0.9074101551529657
63,0.04064549075769295,93.20036264732548,0.9299748701322296,0.9301903898458749,0.9294341919351655
64,0.028752217563129498,92.11242067089755,0.9226327313148358,0.9211242067089755,0.9193035550902231
65,0.03430927829417076,94.3789664551224,0.9403644586639941,0.9401631912964642,0.9402500153561856
66,0.023325466044913826,93.47234814143246,0.932546189073795,0.9329102447869447,0.9326024796036679
67,0.01774048286176327,94.01631912964642,0.9194079480516869,0.9174977334542158,0.9180914514014226
68,0.027372626540341824,93.83499546690844,0.9281140964564556,0.9265639165911151,0.9249429576711664
69,0.04299272918496686,93.10970081595649,0.9281103780735159,0.927470534904805,0.9261888370928675
70,0.02549401215843058,91.74977334542157,0.9309082279628876,0.9247506799637353,0.9258974392407454
71,0.019262934935598067,93.74433363553943,0.9327134203363915,0.9310970081595649,0.9315708500153529
72,0.017202851534663825,91.4777878513146,0.9125027194903167,0.9057116953762466,0.9016855917986382
73,0.04233563202035596,95.19492293744334,0.9409542555841781,0.9410698096101541,0.9410041818948827
74,0.026669525568231957,94.01631912964642,0.9279129995361526,0.9265639165911151,0.9269975492728605
75,0.016870909477858832,95.01359927470534,0.9449396051374692,0.9446962828649139,0.9447962593302347
76,0.010077113380157808,93.29102447869447,0.9432003220272417,0.9419764279238441,0.940951069674294
77,0.04100143212607414,93.92565729827743,0.9361980677355372,0.9365367180417045,0.936194857621345
78,0.02231972708015396,93.01903898458748,0.9458058238992006,0.9456029011786038,0.9449898777989203
79,0.018781623938339632,92.65639165911152,0.9237810110535215,0.9184043517679057,0.9195408253650664
80,0.0279833974539243,90.11786038077969,0.9175310890759713,0.9111514052583862,0.9075740932834296
81,0.02881361845040532,93.29102447869447,0.9380377759575225,0.9383499546690843,0.9380671434195869
82,0.016228222989033248,94.2883046237534,0.9389672417571965,0.9392565729827742,0.9388553746627408
83,0.01832295850185773,93.92565729827743,0.9501009762620599,0.9501359927470535,0.9501176035633769
84,0.023202850332878902,93.83499546690844,0.9386003059820646,0.9383499546690843,0.9375457616485006
85,0.01587299677585913,94.46962828649139,0.9408057695756236,0.9410698096101541,0.9406805873593753
86,0.01890648340217329,94.01631912964642,0.9426219384046779,0.942883046237534,0.9425523263498649
87,0.014802873529277248,93.10970081595649,0.9438939682261861,0.9419764279238441,0.9424488026122193
88,0.028341465178731234,95.37624660018132,0.9416631883645281,0.9401631912964642,0.9405746855396486
89,0.013374204403781896,95.28558476881233,0.9452430955757827,0.9437896645512239,0.9441762197493669
90,0.02169500841032544,93.38168631006346,0.9481145772952767,0.9483227561196736,0.948146685238232
91,0.011286626177906278,94.56029011786038,0.9365059390920638,0.9356300997280145,0.9359246944239901
92,0.021884782546130625,95.7388939256573,0.9394717753087678,0.9383499546690843,0.9386937332680092
93,0.02373294060473527,93.10970081595649,0.9289653776411166,0.928377153218495,0.9271455004641405
94,0.012361446490081248,94.46962828649139,0.9386783749073068,0.9383499546690843,0.9384832509415054
95,0.015157564203454628,93.01903898458748,0.933769107056163,0.9329102447869447,0.9317246743109023
96,0.025486759644042213,94.74161378059837,0.9463537176544256,0.9465095194922938,0.9464095837959783
97,0.013895947779279336,93.83499546690844,0.9436846737975333,0.9437896645512239,0.9433014163887372
98,0.012165121091813082,93.56300997280145,0.949649966130396,0.9492293744333635,0.948612429327389
99,0.01877429865386792,94.46962828649139,0.9339001606012449,0.9329102447869447,0.9332397992951854
100,0.010831781314568079,93.56300997280145,0.9332866138301827,0.9310970081595649,0.9294714781159693
